title	url	form_number	description
Exonérations de taxes foncières sur les propriétés non bâties (déclaration n° 6707-SD) (Formulaire 11998*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R11273	11998*02	""
Modèle d'attestation de témoin (Formulaire 11527*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R11307	11527*03	""
Mandat pour effectuer les formalités d'immatriculation (Formulaire 13757*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1137	13757*03	""
Propriétaire occupant : déclaration du nouveau propriétaire (Anah) (Formulaire 13465*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R11452	13465*04	""
Certificat international d'importation de matériels de guerre et matériels assimilés (Formulaire 14728*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R11485	14728*01	""
Demande de bourse de collège (Formulaire 12539*15)	https://www.service-public.gouv.fr/particuliers/vosdroits/R11499	12539*15	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Demande de secours ou de prestations complémentaires à la caisse nationale militaire de sécurité sociale (CNMSS) (Formulaire 15929*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R51717	15929*02	""
Déclaration au greffe du tribunal judiciaire dans le cadre d'une procédure de surendettement (Formulaire 15930*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R51760	15930*04	""
Déclaration de détention d'animal de compagnie appartenant à une espèce exotique envahissante (Formulaire 15882*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R50393	15882*02	""
Demande de prime de déménagement (MSA) (Formulaire 11363*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R50401	11363*04	""
Demande de carte du combattant, du titre de reconnaissance de la Nation, de l'allocation de reconnaissance du combattant pour les services effectués en Algérie de 1962 à 1964 (Formulaire 15924*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R51791	15924*02	""
Requête en vue d'une protection juridique d'un majeur (habilitation familiale ou protection judiciaire) (Formulaire 15891*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R50473	15891*03	""
"Demande de carte de ressortissant de l'ONACGV (""carte de veuve"")"	https://www.service-public.gouv.fr/particuliers/vosdroits/R51817		""
Demande de dispense de formation de professionnalisation au 1er emploi	https://www.service-public.gouv.fr/particuliers/vosdroits/R52030		""
Demande de PreParE (allocataire) (Formulaire 12324*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R50533	12324*05	""
Demande de dispense de formation de professionnalisation tout au long de la carrière	https://www.service-public.gouv.fr/particuliers/vosdroits/R52031		""
Demande de dispense de formation statutaire : poste à responsabilité	https://www.service-public.gouv.fr/particuliers/vosdroits/R52032		""
Demande de dispense de formation d'intégration : catégories A et B	https://www.service-public.gouv.fr/particuliers/vosdroits/R52033		""
Demande de dispense de formation d'intégration : catégorie C	https://www.service-public.gouv.fr/particuliers/vosdroits/R52034		""
Allocations et prestations familiales - Déclaration de situation (MSA) (Formulaire 11423*06)	https://www.service-public.gouv.fr/particuliers/vosdroits/R50542	11423*06	""
Demande de pension d'invalidité : époux, partenaire de Pacs ou orphelin d'un militaire décédé, ou victime civile de guerre décédée ou victime de terrorisme décédée (Formulaire 15871*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R50560	15871*03	""
Demande de majoration d'une pension d'invalidité pour enfant adopté ou recueilli, ou atteint d'un handicap (Formulaire 15873*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R50561	15873*02	""
Demande de pension militaire d'invalidité et d'indemnisation complémentaire (Formulaire 16296*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R50582	16296*03	""
Demander un certificat (article 39) - Reconnaissance d'un jugement étranger concernant un divorce ou l'exercice de l'autorité parentale (Formulaire 15987*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R54058	15987*01	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Désignation du vétérinaire sanitaire par le détenteur d'animaux (Formulaire 15983*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R54087	15983*01	""
Dossier de demande de permis provisoire d'un chien dangereux (Formulaire 13997*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R52224	13997*01	""
Demande d'autorisation de réception dans la Légion d'Honneur	https://www.service-public.gouv.fr/particuliers/vosdroits/R52510		""
Demande d'autorisation de remise d'insigne de l'ordre national du Mérite	https://www.service-public.gouv.fr/particuliers/vosdroits/R52647		""
RSA - Déclarer ses ressources trimestrielles (Formulaire 14129*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R527	14129*03	""
Propriétaire bailleur : demander la prolongation d'une convention Anah	https://www.service-public.gouv.fr/particuliers/vosdroits/R52770		""
Demande de remboursement de salaires d'un conseiller prud'homme (Formulaire 13705*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R54406	13705*01	""
Demande de délivrance du titre exécutoire (décision de justice) de la convention parentale (Formulaire 15992*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R54407	15992*02	""
Accord préalable pour le transfert d'armes à feu et de munitions (Formulaire 11290*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R52896	11290*02	""
Demande d'allocation de soutien familial (ASF) : enfant recueilli (Formulaire 12038*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R54463	12038*03	""
Demande d'autorisation d'importation de matériels de guerre, armes et munitions (Formulaire 11192*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R52898	11192*03	""
Déclaration de candidature - Conseil de la métropole de Lyon (Formulaire 15994*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R54621	15994*01	""
Déclaration de candidature - Conseil de la métropole de Lyon - À remplir par le candidat tête de liste (Formulaire 16003*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R54622	16003*01	""
Demande de complémentaire santé solidaire (Formulaire 12504*13)	https://www.service-public.gouv.fr/particuliers/vosdroits/R54651	12504*13	""
Demande de médaille nationale de reconnaissance des victimes du terrorisme	https://www.service-public.gouv.fr/particuliers/vosdroits/R53127		""
Déclaration de détention d'animaux d'espèces non domestiques (Formulaire 15967*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R53205	15967*03	""
Demander l'abattement de 50 % de la taxe foncière sur les propriétés bâties en faveur de l'immeuble situé dans un projet d'intérêt général justifié par la pollution de l'environnement (Formulaire 15974)	https://www.service-public.gouv.fr/particuliers/vosdroits/R53262	15974	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Demande de carte grise (certificat d'immatriculation) - Véhicule neuf (Formulaire 13749*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R14220	13749*05	""
Déclaration n°2044 des revenus fonciers (Formulaire 10334)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1283	10334	""
Demande de mutation (évolution de la situation professionnelle entraînant un changement de régime de Sécurité sociale)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1422		""
Déclaration des plus ou moins-values réalisées (Formulaire 11905)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1286	11905	""
Requête aux fins de saisine du tribunal judiciaire ou du tribunal de proximité (Formulaire 16042*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R14232	16042*02	""
"Demande du titre de prisonnier du ""Viêt-Minh"" (Formulaire 10861*02)"	https://www.service-public.gouv.fr/particuliers/vosdroits/R1290	10861*02	""
Demande d'accord préalable (Assurance maladie, maternité, accident du travail, maladie professionnelle) (Formulaire 12040*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1424	12040*04	""
Demande d'accord préalable - Examens de biologie médicale (Formulaire 10128*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1426	10128*04	""
Demande de prêt à l'amélioration de l'habitat (PAH) de la Caf (Formulaire 11382*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1293	11382*03	""
Demande d'adhésion à une convention d'allocation spéciale du Fonds national de l'emploi (AS-FNE) (Formulaire 11562*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1297	11562*02	""
Traitement d'orthopédie dento-faciale - Demande d'entente préalable chirurgien dentiste (Formulaire 10518*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1427	10518*01	""
Demande d'attribution du titre de déporté ou interné résistant (Formulaire 10873*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1298	10873*02	""
Traitements bucco-dentaires - Demande d'entente préalable chirurgien dentiste (remplissage informatique) (Formulaire 10519*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1428	10519*01	""
Demande d'attribution du titre de déporté ou interné politique (Formulaire 10915*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1299	10915*02	""
Traitements d'orthopédie dento-maxillo-faciale - Demande d'entente préalable - Médecin (Formulaire 10522*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1429	10522*01	""
Demande d'allocation de reconnaissance du combattant (anciennement retraite du combattant) (Formulaire 10860*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1301	10860*05	""
Traitements bucco-dentaires - Demande d'entente préalable - Médecin (remplissage informatique) (Formulaire 10524*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1430	10524*01	""
Demande de pension d'orphelins de militaire ou de victime civile (Formulaire 11054*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1303	11054*01	""
Demande d'accord préalable pour grand appareillage (Formulaire 11164*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1431	11164*04	""
Demande de pension d'invalidité : victimes civiles de guerre ou personnes assimilées aux militaires (Formulaire 15868*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1304	15868*02	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Demande d'autorisation européenne de pêche dans les eaux de pays tiers à l'union européenne (Formulaire 16014*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R55325	16014*02	""
Déclaration des plus ou moins-values réalisées (non-résidents) (Formulaire 15015)	https://www.service-public.gouv.fr/particuliers/vosdroits/R55331	15015	""
Déclaration individuelle de candidature - Élection des délégués cantonaux du 3ème collège - Mutualité sociale agricole - Personnes morales (Formulaire 11310*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R53800	11310*05	""
Déclaration des plus ou moins-values (Formulaire 15484)	https://www.service-public.gouv.fr/particuliers/vosdroits/R55332	15484	""
Déclaration individuelle de candidature - Élection des délégués cantonaux du 1er collège - Mutualité sociale agricole (Formulaire 11309*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R53802	11309*05	""
Déclaration des plus-values en report d'imposition (Formulaire 11705)	https://www.service-public.gouv.fr/particuliers/vosdroits/R55333	11705	""
Déclaration individuelle de candidature - Élection des délégués cantonaux du 3ème collège - Mutualité sociale agricole - Personnes physiques (Formulaire 13888*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R53803	13888*03	""
"Déclaration ""Exit tax"" (suivi allégé de l'imposition) (Formulaire 15901)"	https://www.service-public.gouv.fr/particuliers/vosdroits/R55335	15901	""
Déclaration collective de candidature - Élection des délégués cantonaux du 2ème collège - Mutualité sociale agricole (Formulaire 13889*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R53805	13889*03	""
Déclaration individuelle de candidature - Élection des délégués cantonaux du 2ème collège - Mutualité sociale agricole (Formulaire 11308*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R53806	11308*05	""
Formulaire de demande d'Acre	https://www.service-public.gouv.fr/particuliers/vosdroits/R55376		""
Déclaration de débarquement de makaire bleu et makaire blanc dans le cadre d'une pêche de loisir (Formulaire 15982*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R53952	15982*01	""
Déclaration de candidature - Élections municipales pour les communes de 1000 habitants et plus composées de communes associées de la Polynésie française (Formulaire 16049*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R55462	16049*01	""
Déclaration de candidature de liste - Élections municipales pour les communes de 1000 habitants et plus composées de communes associées de la Polynésie française (Formulaire 16050*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R55463	16050*01	""
Liste électorale : saisir le juge en cas d'omission ou de radiation par la commission administrative (Formulaire 15878*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R55504	15878*03	""
Déclaration de situation familiale et de revenus des 12 derniers mois (demande d'Aspa ou d'Asi à la Cnav) (Formulaire 11370*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R55605	11370*03	""
Demande d'allocation versée en cas de décès de l'enfant - moins de 16 ans (Caf)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58036		""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Fiche complémentaire/autres demandeurs pour un même projet	https://www.service-public.gouv.fr/particuliers/vosdroits/R55969		""
Déclaration de détention d'animaux de compagnie appartenant à une espèce exotique envahissante - Guyane (Formulaire 16111*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58192	16111*01	""
Formulaires type pour l'obtention d'un titre exécutoire européen	https://www.service-public.gouv.fr/particuliers/vosdroits/R56005		""
Dossier de demande de subvention - Politique de la ville (Formulaire 14470*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58251	14470*02	""
Bafa : formulaire de demande d'aide financière de la Caf (Formulaire 11381*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58266	11381*02	""
Opérations funéraires - Déclaration préalable (Formulaire 16048*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R56066	16048*01	""
Saisine du Conseil supérieur de la magistrature par un justiciable (Formulaire 16126*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58431	16126*02	""
Demande de cure thermale au titre d'une Affection Présumée Imputable au Service (APIAS) (Formulaire 16136*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58493	16136*02	""
DU OPEX Formulaire d'intégration (pour reprise a posteriori des dossiers OPEX anciens) (Formulaire 15058*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58553	15058*02	""
DU OPEX Besoin du bénéficiaire - Bordereau de transmission des pièces justificatives (Formulaire 14821*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58554	14821*04	""
Modèle de demande de rescrit général	https://www.service-public.gouv.fr/particuliers/vosdroits/R58584		""
Requête en vue de la délégation de l'autorité parentale formée par un particulier, un membre de la famille, un établissement ou service (Formulaire 16077*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R56621	16077*02	""
Requête en vue de la délégation volontaire de l'autorité parentale (Formulaire 16076*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R56622	16076*01	""
Requête aux fins de transfert d'une délégation de l'autorité parentale (Formulaire 16096*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R56730	16096*01	""
Requête aux fins de révocation d'une délégation de l'autorité parentale (Formulaire 16097*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R56731	16097*01	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Fiche de déclaration initiale de la tuberculose (Formulaire 13351*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58676	13351*03	""
Demande de prestation partagée d'éducation de l'enfant (PreParE, Paje) - MSA (Formulaire 12324*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58711	12324*05	""
Déclaration de candidature aux élections législatives (Formulaire 16110*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R57071	16110*02	""
Requête conjointe aux fins d'homologation d'une convention parentale (Formulaire 16139*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58771	16139*01	""
Demande de prestation de l'allocation journalière du proche aidant (AJPA) (Formulaire 16108*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R57305	16108*01	""
Déclaration de candidature aux élections départementales - Formulaire à remplir par chaque membre du binôme de candidats (Formulaire 15244*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58784	15244*02	""
Déclaration de candidature aux élections départementales - Formulaire à remplir par chaque remplaçant (Formulaire 15245*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58785	15245*02	""
Demande d'allocation de soutien familial (ASF), d'intermédiation et d'aide au recouvrement (MSA) (Formulaire 11423*06)	https://www.service-public.gouv.fr/particuliers/vosdroits/R57339	11423*06	""
Déclaration de candidature aux élections régionales - Formulaire à remplir par chaque candidat de la liste (Formulaire 15407*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58786	15407*02	""
Déclaration de candidature aux élections régionales - Formulaire à remplir par le candidat tête de liste ou son mandataire (Formulaire 15408*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58787	15408*02	""
Déclaration de constitution de partie civile pour une affaire en cours (Formulaire 16141*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58806	16141*02	""
Demande d'admission préalable à l'inscription dans les cycles d'études des écoles nationales supérieures d'architecture pour l'année 2026-2027 (dossier bleu) (Formulaire 16116*06)	https://www.service-public.gouv.fr/particuliers/vosdroits/R57466	16116*06	""
Convention d'accueil d'un chercheur ou d'un enseignant étranger (Formulaire 16079*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R58896	16079*03	""
Demande de libération des liens d'allégeance (perte volontaire de la nationalité française) (Formulaire 16098*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R57576	16098*01	""
Demande de classement d'un bien compte tenu de la réglementation sur les armes (Formulaire 16119*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R57632	16119*01	""
Demande de prestation de compensation du handicap - PCH Parentalité	https://www.service-public.gouv.fr/particuliers/vosdroits/R59086		""
Demande d'autorisation de chasser accompagné	https://www.service-public.gouv.fr/particuliers/vosdroits/R60514		""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Demande de règlement des petits litiges en Europe	https://www.service-public.gouv.fr/particuliers/vosdroits/R60623		""
Demande de quitus fiscal (Formulaire 15291)	https://www.service-public.gouv.fr/particuliers/vosdroits/R60652	15291	""
Demande d'indemnisation du congé de maternité (Formulaire 15411*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R60886	15411*01	""
Demande de pension militaire d’invalidité - victime de terrorisme	https://www.service-public.gouv.fr/particuliers/vosdroits/R60895		""
Formulaire complémentaire - Déclaration de transport d'argent liquide entre la France (métropole, DOM et Saint Martin) et l'Union européenne	https://www.service-public.gouv.fr/particuliers/vosdroits/R59467		""
Formulaire complémentaire - Déclaration de transport d'argent liquide entre la France (métropole, DOM et Saint Martin) et l'étranger	https://www.service-public.gouv.fr/particuliers/vosdroits/R59469		""
Certificat médical de contre-indication à la vaccination COVID-19 (Formulaire 16183*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R61073	16183*02	""
Formulaire complémentaire - Déclaration de transport d'argent liquide entre les collectivités d'outre mer et l'étranger	https://www.service-public.gouv.fr/particuliers/vosdroits/R59472		""
Voter par procuration - Nouvelle-Calédonie (Formulaire 16199*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R61220	16199*01	""
Demande d'aide à la vie familiale et sociale (AVFS) (Formulaire 16149*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R61419	16149*01	""
Aide à la vie familiale et sociale (AVFS) - Déclaration de ressources (Formulaire 16150*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R61421	16150*01	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Demande d'allocation journalière de présence parentale (AJPP) CAF (Formulaire 12666*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R15336	12666*03	""
Demande de copie d'une décision de justice en matière civile, sociale ou commerciale (Formulaire 11808*06)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1408	11808*06	""
Dossier jaune : demande d'admission préalable à l'inscription dans les cycles d'études des écoles nationales supérieures d'architecture pour l'année 2026-2027 (Formulaire 11962*25)	https://www.service-public.gouv.fr/particuliers/vosdroits/R15643	11962*25	""
Déclaration des bénéfices non commerciaux (BNC) - Régime de la déclaration contrôlée (Formulaire 11176)	https://www.service-public.gouv.fr/particuliers/vosdroits/R14113	11176	""
Prescription médicale de transport (Formulaire 11574*06)	https://www.service-public.gouv.fr/particuliers/vosdroits/R15649	11574*06	""
Déclaration des bénéfices industriels et commerciaux (BIC) (Formulaire 11085)	https://www.service-public.gouv.fr/particuliers/vosdroits/R14120	11085	""
Demander le plafonnement de la taxe foncière de l'habitation principale en fonction des revenus (Formulaire 14770)	https://www.service-public.gouv.fr/particuliers/vosdroits/R14142	14770	""
Dossier de demande de permis de détention d'un chien dangereux (Formulaire 13996*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R15679	13996*01	""
Déclaration de perte ou vol d'une carte grise (Formulaire 13753*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1417	13753*04	""
Protocole de soins (Formulaire 11626*07)	https://www.service-public.gouv.fr/particuliers/vosdroits/R15682	11626*07	""
Demande de délivrance de certificat(s) W garage (Formulaire 13752*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R14217	13752*02	""
Feuille d'accident du travail ou maladie professionnelle pour les salariés agricoles (Formulaire 11451*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R19398	11451*04	""
Demande au juge aux affaires familiales (autorité parentale, droit de visite, pension alimentaire...) (Formulaire 11530*11)	https://www.service-public.gouv.fr/particuliers/vosdroits/R15764	11530*11	""
Mandat de protection future (Formulaire 13592*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R17967	13592*04	""
Déclaration d'un restaurant ou d'un débit de boissons à consommer sur place ou à emporter pour l'obtention d'une licence (vente d'alcools) (Formulaire 11542*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R15902	11542*05	""
Crédit d'impôt mécénat - Fiche d'aide au calcul (Formulaire 15438)	https://www.service-public.gouv.fr/particuliers/vosdroits/R18024	15438	""
Demande de retraite de réversion (employés et clercs de notaires) (Formulaire 12283*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R15957	12283*03	""
Élections européennes : demande d'inscription d'un citoyen européen (Formulaire 12671*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R16025	12671*02	""
Redevance pour protection du milieu aquatique - Déclaration au titre de l'année (Formulaire 13748*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R18121	13748*05	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
